# Required | A unique content ID for the item. Use the item's SKU if you can. Each content ID must appear only once in your catalog. To run dynamic ads this ID must exactly match the content ID for the same item in your Meta Pixel code. Character limit: 100,# Required | A specific and relevant title for the item. See title specifications: https://www.facebook.com/business/help/2104231189874655 Character limit: 200,# Required | A short and relevant description of the item. Include specific or unique product features like material or color. Use plain text and don't enter text in all capital letters. See description specifications: https://www.facebook.com/business/help/2302017289821154 Character limit: 9999,# Required | The current availability of the item. | Supported values: in stock; out of stock,# Required | The current condition of the item. | Supported values: new; used,# Required | The price of the item. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma.,# Required | The URL of the specific product page where people can buy the item.,# Required | The URL for the main image of your item. Images must be in a supported format (JPG/GIF/PNG) and at least 500 x 500 pixels.,# Required | The brand name of the item. Character limit: 100.,# Optional | The Google product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.,# Optional | The Facebook product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.,# Optional | The quantity of this item you have to sell on Facebook and Instagram with checkout. Must be 1 or higher or the item won't be buyable,# Optional | The discounted price of the item if it's on sale. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma. A sale price is required if you want to use an overlay for discounted prices.,# Optional | The time range for your sale period. Includes the date and time/time zone when your sale starts and ends. If this field is blank any items with a sale_price remain on sale until you remove the sale price. Use this format: YYYY-MM-DDT23:59+00:00/YYYY-MM-DDT23:59+00:00. Enter the start date as YYYY-MM-DD. Enter a 'T'. Enter the start time in 24-hour format (00:00 to 23:59) followed by the UTC time zone (-12:00 to +14:00). Enter '/' and then repeat the same format for your end date and time. The example row below uses PST time zone (-08:00).,# Optional | Use this field to create variants of the same item. Enter the same group ID for all variants within a group. Learn more about variants: https://www.facebook.com/business/help/2256580051262113 Character limit: 100.,# Optional | The gender of a person that the item is targeted towards. | Supported values: female; male; unisex,# Optional | The color of the item. Use one or more words to describe the color. Don't use a hex code. Character limit: 200.,# Optional | The size of the item written as a word or abbreviation or number. For example: small; XL; 12. Character limit: 200.,# Optional | The age group that the item is targeted towards. | Supported values: adult; all ages; infant; kids; newborn; teen; toddler,# Optional | The material the item is made from; such as cotton; denim or leather. Character limit: 200.,# Optional | The pattern or graphic print on the item. Character limit: 100.,"# Optional | Shipping details for the item. Format as Country:Region:Service:Price. Include the 3-letter ISO 4217 currency code in the price. Enter the price as 0.0 to use the free shipping overlay in your ads. Use a semi-colon ';' or a comma "";"" to separate multiple shipping details for different regions or countries. Only people in the specified region or country will see shipping details for that region or country. You can leave out the region (keep the double '::') if your shipping details are the same for an entire country.",# Optional | The shipping weight of the item. Include the unit of measurement (lb/oz/g/kg).,"# Optional | Legal disclaimer text for product offers. This text provides important legal or regulatory information that must be displayed with the product offer. For example: ""Valid while supplies last. Terms and conditions apply.""","# Optional | URL linking to the full disclaimer text. This provides a link to a page containing the complete disclaimer information for the product offer. For example: ""https://example.com/terms-and-conditions""",# Optional | The URL for a video of your product. Link should be a videos file on a file hosting website; not a video player. Videos must be in a supported format (.3g2; .3gp; .3gpp; .asf; .avi; .dat; .divx; .dv; .f4v; .flv; .gif; .m2ts; .m4v; .mkv; .mod; .mov; .mp4; .mpe; .mpeg; .mpeg4; .mpg; .mts; .nsv; .ogm; .ogv; .qt; .tod; .ts; .vob or .wmv).,# Optional | The item’s Global Trade Item Number (GTIN). Recommended to help classify the item. May appear on the barcode; packaging or book cover. Only provide GTIN if you’re sure it’s correct. GTIN types include UPC (12 digits); EAN (13 digits); JAN (8 or 13 digits); ISBN (13 digits) or ITF-14 (14 digits),# Optional | Add labels to products to help filter them into product sets. Max characters: 110 per label; 5000 labels per product,# Optional | Describe the fashion style of this item.
id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].tag[0],gtin,product_tags[1],style[0]
1263,"Color defines STK 1263, an 18k gold ring centered with a 0.30 ct Fancy Green diamond of VS clarity. The center stone is accompanied by AGL report AGL23061119 and presented within a carefully layered arrangement of yellow, pink and white diamonds.

Twenty-one yellow diamonds totaling 0.06 ct add warmth, while 27 pink diamonds totaling 0.10 ct introduce a soft contrasting hue. A further 79 white diamonds totaling 0.325 ct provide brightness and definition.

The 5.183-gram setting gives the ring a substantial yet refined presence. Its unusual four-color composition offers distinctive collector appeal and reflects Colour Diam’s specialty in fancy color diamonds.",0.30ct Fancy Green VS 18K Diamond Ring,in stock,new,330473.43 JPY,https://colourdiam.com/productdetail/1263,https://www.colourdiam.com/Product/Jewellery/1263/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,AGL,Fine Jewelry
1328,"Discover the unparalleled beauty of this -carat Natural Diamond masterpiece, meticulously set in 18K. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.60ct Fancy Light Green 18K Diamond Ring,in stock,new,2203156.2 JPY,https://colourdiam.com/productdetail/1328,https://www.colourdiam.com/Product/Jewellery/1328/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
1333_6674_6673,"Discover the unparalleled beauty of this 0.91-carat Fancy Intense Yellow masterpiece, meticulously set in 18K. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.91 Ct Fancy Intense Yellow SI1 Diamond Ring,in stock,new,2845743.43 JPY,https://colourdiam.com/productdetail/Menu/1333/6674/6673,https://www.colourdiam.com/Product/Jewellery/1333_6674_6673/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
1477,"Discover the unparalleled beauty of this 1.52-carat Fancy Green masterpiece, meticulously set in 18K. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",1.52 Carat Fancy Greenish Yellow Diamond Ring,in stock,new,1835963.5 JPY,,https://www.colourdiam.com/Product/Jewellery/1477/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
1481,"Discover the unparalleled beauty of this 0.36-carat Natural Diamond masterpiece, meticulously set in 18K. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",De Beers 0.36 Carat Fancy Light Pink VS1 Diamond Ring,in stock,new,4589908.75 JPY,https://colourdiam.com/productdetail/1481,https://www.colourdiam.com/Product/Jewellery/1481/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
1779,"Discover the unparalleled beauty of this 0.92-carat Fancy Yellow masterpiece, meticulously set in 18K. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.92 Ct Fancy Yellow VS Diamond Ring | ColourDiam,in stock,new,403911.97 JPY,,https://www.colourdiam.com/Product/Jewellery/1779/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,AGL,Fine Jewelry
1850,"Discover the unparalleled beauty of this 0.70-carat Fancy Brown masterpiece, meticulously set in 18K. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.70 Carat Fancy Brownish Yellow SI1 Diamond Yellow Ring,in stock,new,275394.53 JPY,https://colourdiam.com/productdetail/1850,https://www.colourdiam.com/Product/Jewellery/1850/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
1873,"Discover the unparalleled beauty of this 0.57-carat Natural Diamond masterpiece, meticulously set in 18k. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.57 Ct Fancy Light Brownish Yellow Diamond Ring,in stock,new,642587.23 JPY,https://colourdiam.com/productdetail/1873,https://www.colourdiam.com/Product/Jewellery/1873/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
1913,"Discover the unparalleled beauty of this 0.70-carat Natural Diamond masterpiece, meticulously set in 18K. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.70ct Fancy Light Yellow GIA 18k Yellow Gold Ring,in stock,new,458990.88 JPY,,https://www.colourdiam.com/Product/Jewellery/1913/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
1996_6379,"Discover the unparalleled beauty of this -carat Natural Diamond masterpiece, meticulously set in 18k. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.96ct Fancy Pink & White Diamond 18k Gold Ring GIA,in stock,new,917981.75 JPY,https://colourdiam.com/productdetail/Menu/1996/6379,https://www.colourdiam.com/Product/Jewellery/1996_6379/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2048,"Discover the unparalleled beauty of this 0.99-carat Natural Diamond masterpiece, meticulously set in 18k. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.99ct Fancy Light Yellow VVS1 AGL 18k Ring,in stock,new,587508.32 JPY,,https://www.colourdiam.com/Product/Jewellery/2048/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,AGL,Fine Jewelry
2150,"Discover the unparalleled beauty of this -carat Natural Diamond masterpiece, meticulously set in 18K. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.80ct Fancy Light Yellow GIA 18k Yellow Gold Ring,in stock,new,697666.13 JPY,https://colourdiam.com/productdetail/2150,https://www.colourdiam.com/Product/Jewellery/2150/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2240,"Discover the unparalleled beauty of this 0.64-carat Fancy Pink masterpiece, meticulously set in 18K. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.64ct Fancy Pink GIA Certified 18k Gold Ring,in stock,new,3029339.78 JPY,https://colourdiam.com/productdetail/2240,https://www.colourdiam.com/Product/Jewellery/2240/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2253,"Discover the unparalleled beauty of this 0.64-carat Natural Diamond masterpiece, meticulously set in 18K. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.64ct Fancy Yellow-Green GIA 18k Gold Diamond Ring,in stock,new,706845.95 JPY,,https://www.colourdiam.com/Product/Jewellery/2253/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2281,"Discover the unparalleled beauty of this 0.70-carat Natural Diamond masterpiece, meticulously set in 18K. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.70ct Light Green GIA 18k Gold Diamond Ring,in stock,new,826183.58 JPY,https://colourdiam.com/productdetail/2281,https://www.colourdiam.com/Product/Jewellery/2281/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2354,"Discover the unparalleled beauty of this 0.41-carat Natural Diamond masterpiece, meticulously set in the finest precious metal. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.41ct Fancy Light Pink GIA 18k Gold Diamond Ring,in stock,new,1835963.5 JPY,,https://www.colourdiam.com/Product/Jewellery/2354/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2376,"Discover the unparalleled beauty of this 0.83-carat Natural Diamond masterpiece, meticulously set in the finest precious metal. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.83ct Fancy Light Pinkish Brown Diamond Ring GIA 18k,in stock,new,1376972.63 JPY,https://colourdiam.com/productdetail/2376,https://www.colourdiam.com/Product/Jewellery/2376/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2379,"Discover the unparalleled beauty of this 0.353-carat Natural Diamond masterpiece, meticulously set in 18k. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",0.35ct Fancy Light Pink VS AGL 18k Pink Diamond Ring,in stock,new,642587.23 JPY,,https://www.colourdiam.com/Product/Jewellery/2379/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,AGL,Fine Jewelry
2391_7808,"Discover the unparalleled beauty of this 0.59-carat Natural Diamond masterpiece, meticulously set in 18K. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",1.15ct Yellow and White Diamond 18K Ring GIA,in stock,new,642587.23 JPY,https://colourdiam.com/productdetail/Menu/2391/7808,https://www.colourdiam.com/Product/Jewellery/2391_7808/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2518,"Discover the unparalleled beauty of this 1.01-carat Natural Diamond masterpiece, meticulously set in the finest precious metal. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",1.01ct Light Pink GIA Certified 18k Diamond Ring,in stock,new,1193376.28 JPY,,https://www.colourdiam.com/Product/Jewellery/2518/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2553,"Discover the unparalleled beauty of this 2.04-carat Natural Diamond masterpiece, meticulously set in the finest precious metal. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",2.04ct Very Light Pink Diamond Pear 18k Ring CGL,in stock,new,4039119.7 JPY,,https://www.colourdiam.com/Product/Jewellery/2553/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,CGL,Fine Jewelry
2556,"Discover the unparalleled beauty of this 1.46-carat Natural Diamond masterpiece, meticulously set in the finest precious metal. Each facet tells a story of nature's extraordinary artistry, cut to perfection by master artisans. This ring represents the ultimate expression of luxury — a rare treasure that transcends time and trends, destined to become a cherished heirloom for generations.",1.46ct Fancy Orangy Pink GIA Diamond 18k Ring,in stock,new,5507890.5 JPY,https://colourdiam.com/productdetail/2556,https://www.colourdiam.com/Product/Jewellery/2556/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
